policy_id,policy_number,claimant_id,start_date,end_date,premium,coverage_type
POL_CLM_LEG_489_0,PN9898961300,CLM_LEG_489,2025-04-27T18:12:54.315934,2026-04-27T18:12:54.315934,2476.43,Liability Only
POL_CLM_LEG_489_1,PN2166485677,CLM_LEG_489,2025-06-04T18:12:54.315934,2026-06-04T18:12:54.315934,1288.05,Full Coverage
POL_CLM_LEG_490_0,PN7640995367,CLM_LEG_490,2023-05-14T18:12:54.315934,2024-05-13T18:12:54.315934,1890.59,Comprehensive
POL_CLM_LEG_491_0,PN423167061,CLM_LEG_491,2024-05-02T18:12:54.315934,2025-05-02T18:12:54.315934,1436.58,Liability Only
POL_CLM_LEG_492_0,PN2606150616,CLM_LEG_492,2024-06-15T18:12:54.315934,2025-06-15T18:12:54.315934,1438.6,Comprehensive
POL_CLM_LEG_493_0,PN5112563096,CLM_LEG_493,2023-01-23T18:12:54.315934,2024-01-23T18:12:54.315934,1716.81,Comprehensive
POL_CLM_LEG_493_1,PN1064348736,CLM_LEG_493,2023-02-07T18:12:54.315934,2024-02-07T18:12:54.315934,1391.21,Full Coverage
POL_CLM_LEG_494_0,PN8506273832,CLM_LEG_494,2024-05-30T18:12:54.315934,2025-05-30T18:12:54.315934,1699.03,Comprehensive
POL_CLM_LEG_494_1,PN1022700569,CLM_LEG_494,2024-11-20T18:12:54.315934,2025-11-20T18:12:54.315934,2219.2,Full Coverage
POL_CLM_LEG_495_0,PN5650928020,CLM_LEG_495,2024-03-19T18:12:54.315934,2025-03-19T18:12:54.315934,1944.95,Comprehensive
POL_CLM_LEG_495_1,PN1299893526,CLM_LEG_495,2024-04-28T18:12:54.315934,2025-04-28T18:12:54.315934,1704.29,Full Coverage
POL_CLM_LEG_496_0,PN3738813260,CLM_LEG_496,2024-07-17T18:12:54.315934,2025-07-17T18:12:54.315934,1063.71,Full Coverage
POL_CLM_LEG_497_0,PN8602382077,CLM_LEG_497,2023-06-25T18:12:54.315934,2024-06-24T18:12:54.315934,2101.33,Full Coverage
POL_CLM_LEG_497_1,PN8159184778,CLM_LEG_497,2023-03-31T18:12:54.315934,2024-03-30T18:12:54.315934,1922.34,Comprehensive
POL_CLM_LEG_498_0,PN4808293147,CLM_LEG_498,2023-01-14T18:12:54.315934,2024-01-14T18:12:54.315934,2311.37,Full Coverage
POL_CLM_LEG_499_0,PN1131925490,CLM_LEG_499,2025-03-25T18:12:54.315934,2026-03-25T18:12:54.315934,1809.71,Liability Only
POL_CLM_LEG_500_0,PN1928325698,CLM_LEG_500,2023-07-17T18:12:54.315934,2024-07-16T18:12:54.315934,2282.76,Full Coverage
POL_CLM_LEG_501_0,PN630167984,CLM_LEG_501,2024-05-21T18:12:54.315934,2025-05-21T18:12:54.315934,1546.24,Comprehensive
POL_CLM_LEG_502_0,PN7672055970,CLM_LEG_502,2023-02-03T18:12:54.315934,2024-02-03T18:12:54.315934,2119.31,Full Coverage
POL_CLM_LEG_503_0,PN5452695045,CLM_LEG_503,2024-09-13T18:12:54.315934,2025-09-13T18:12:54.315934,1198.07,Comprehensive
POL_CLM_LEG_504_0,PN264087533,CLM_LEG_504,2023-11-23T18:12:54.315934,2024-11-22T18:12:54.315934,1816.46,Comprehensive
POL_CLM_LEG_505_0,PN3517213563,CLM_LEG_505,2024-11-06T18:12:54.315934,2025-11-06T18:12:54.315934,1313.0,Full Coverage
POL_CLM_LEG_506_0,PN2673183664,CLM_LEG_506,2024-01-20T18:12:54.315934,2025-01-19T18:12:54.315934,1175.77,Liability Only
POL_CLM_LEG_506_1,PN3457419312,CLM_LEG_506,2024-09-28T18:12:54.315934,2025-09-28T18:12:54.315934,903.63,Comprehensive
POL_CLM_LEG_507_0,PN3704874863,CLM_LEG_507,2025-01-08T18:12:54.315934,2026-01-08T18:12:54.315934,1864.19,Liability Only
POL_CLM_LEG_508_0,PN2021644254,CLM_LEG_508,2025-05-19T18:12:54.316953,2026-05-19T18:12:54.316953,2452.89,Comprehensive
POL_CLM_LEG_509_0,PN6610284736,CLM_LEG_509,2023-04-24T18:12:54.316953,2024-04-23T18:12:54.316953,1691.59,Comprehensive
POL_CLM_LEG_510_0,PN4760716666,CLM_LEG_510,2025-02-04T18:12:54.316953,2026-02-04T18:12:54.316953,1309.81,Full Coverage
POL_CLM_LEG_511_0,PN6203864779,CLM_LEG_511,2024-03-09T18:12:54.316953,2025-03-09T18:12:54.316953,1209.65,Full Coverage
POL_CLM_LEG_512_0,PN4453065610,CLM_LEG_512,2023-07-13T18:12:54.316953,2024-07-12T18:12:54.316953,1045.4,Liability Only
POL_CLM_LEG_513_0,PN2595476483,CLM_LEG_513,2023-12-09T18:12:54.316953,2024-12-08T18:12:54.316953,1501.55,Liability Only
POL_CLM_LEG_513_1,PN3176114204,CLM_LEG_513,2023-12-14T18:12:54.316953,2024-12-13T18:12:54.316953,1700.99,Liability Only
POL_CLM_LEG_514_0,PN1026410321,CLM_LEG_514,2024-12-10T18:12:54.316953,2025-12-10T18:12:54.316953,1361.45,Full Coverage
POL_CLM_LEG_515_0,PN8835629399,CLM_LEG_515,2023-02-20T18:12:54.316953,2024-02-20T18:12:54.316953,1430.83,Comprehensive
POL_CLM_LEG_515_1,PN812627108,CLM_LEG_515,2023-06-26T18:12:54.316953,2024-06-25T18:12:54.316953,2209.99,Full Coverage
POL_CLM_LEG_516_0,PN4611231792,CLM_LEG_516,2023-08-17T18:12:54.316953,2024-08-16T18:12:54.316953,1828.45,Full Coverage
POL_CLM_LEG_517_0,PN2529125902,CLM_LEG_517,2024-12-26T18:12:54.316953,2025-12-26T18:12:54.316953,2167.91,Comprehensive
POL_CLM_LEG_518_0,PN5908985505,CLM_LEG_518,2023-12-12T18:12:54.316953,2024-12-11T18:12:54.316953,1168.93,Full Coverage
POL_CLM_LEG_519_0,PN7059135894,CLM_LEG_519,2024-07-31T18:12:54.316953,2025-07-31T18:12:54.316953,1315.42,Full Coverage
POL_CLM_LEG_520_0,PN8709892418,CLM_LEG_520,2024-12-24T18:12:54.316953,2025-12-24T18:12:54.316953,2435.53,Full Coverage
POL_CLM_LEG_521_0,PN7802329512,CLM_LEG_521,2023-05-26T18:12:54.316953,2024-05-25T18:12:54.316953,1614.17,Full Coverage
POL_CLM_LEG_522_0,PN7398865882,CLM_LEG_522,2023-07-17T18:12:54.316953,2024-07-16T18:12:54.316953,1147.67,Full Coverage
POL_CLM_LEG_523_0,PN4480339681,CLM_LEG_523,2023-05-04T18:12:54.316953,2024-05-03T18:12:54.316953,1281.2,Liability Only
POL_CLM_LEG_524_0,PN6998565225,CLM_LEG_524,2024-07-04T18:12:54.316953,2025-07-04T18:12:54.316953,1324.32,Liability Only
POL_CLM_LEG_525_0,PN8032075821,CLM_LEG_525,2024-02-13T18:12:54.316953,2025-02-12T18:12:54.316953,1592.21,Comprehensive
POL_CLM_LEG_526_0,PN3556381817,CLM_LEG_526,2023-02-28T18:12:54.316953,2024-02-28T18:12:54.316953,1344.4,Full Coverage
POL_CLM_LEG_527_0,PN7906763723,CLM_LEG_527,2024-05-09T18:12:54.316953,2025-05-09T18:12:54.316953,877.72,Full Coverage
POL_CLM_LEG_528_0,PN2006112966,CLM_LEG_528,2025-06-20T18:12:54.316953,2026-06-20T18:12:54.316953,1243.32,Comprehensive
POL_CLM_LEG_529_0,PN7146597223,CLM_LEG_529,2024-05-05T18:12:54.316953,2025-05-05T18:12:54.316953,1301.83,Full Coverage
POL_CLM_LEG_530_0,PN8549000743,CLM_LEG_530,2024-06-13T18:12:54.316953,2025-06-13T18:12:54.316953,1768.64,Full Coverage
POL_CLM_LEG_531_0,PN8010132587,CLM_LEG_531,2023-09-05T18:12:54.316953,2024-09-04T18:12:54.316953,2403.89,Liability Only
POL_CLM_LEG_532_0,PN8618738701,CLM_LEG_532,2023-03-18T18:12:54.316953,2024-03-17T18:12:54.316953,1630.66,Comprehensive
POL_CLM_LEG_533_0,PN5415780814,CLM_LEG_533,2024-02-20T18:12:54.316953,2025-02-19T18:12:54.316953,1583.41,Comprehensive
POL_CLM_LEG_534_0,PN4348010012,CLM_LEG_534,2025-01-14T18:12:54.316953,2026-01-14T18:12:54.316953,1037.93,Comprehensive
POL_CLM_LEG_535_0,PN7078245708,CLM_LEG_535,2023-01-08T18:12:54.316953,2024-01-08T18:12:54.316953,1721.63,Comprehensive
POL_CLM_LEG_536_0,PN1826987301,CLM_LEG_536,2024-01-17T18:12:54.316953,2025-01-16T18:12:54.316953,857.5,Full Coverage
POL_CLM_LEG_536_1,PN3097694484,CLM_LEG_536,2023-03-22T18:12:54.316953,2024-03-21T18:12:54.316953,1935.97,Full Coverage
POL_CLM_LEG_537_0,PN1933451575,CLM_LEG_537,2023-02-25T18:12:54.316953,2024-02-25T18:12:54.316953,1872.19,Full Coverage
POL_CLM_LEG_538_0,PN3516614927,CLM_LEG_538,2025-06-27T18:12:54.316953,2026-06-27T18:12:54.316953,1171.82,Liability Only
POL_CLM_LEG_539_0,PN1763813871,CLM_LEG_539,2023-10-13T18:12:54.316953,2024-10-12T18:12:54.316953,1884.14,Comprehensive
POL_CLM_LEG_540_0,PN3264548526,CLM_LEG_540,2023-08-31T18:12:54.316953,2024-08-30T18:12:54.316953,1629.35,Full Coverage
POL_CLM_LEG_540_1,PN7119544038,CLM_LEG_540,2024-01-09T18:12:54.316953,2025-01-08T18:12:54.316953,1737.79,Full Coverage
POL_CLM_LEG_541_0,PN278549584,CLM_LEG_541,2023-06-28T18:12:54.316953,2024-06-27T18:12:54.316953,1267.06,Liability Only
POL_CLM_LEG_542_0,PN6704929299,CLM_LEG_542,2023-03-27T18:12:54.316953,2024-03-26T18:12:54.316953,1986.36,Liability Only
POL_CLM_LEG_543_0,PN3715630017,CLM_LEG_543,2025-01-04T18:12:54.316953,2026-01-04T18:12:54.316953,981.93,Full Coverage
POL_CLM_LEG_544_0,PN3176144813,CLM_LEG_544,2024-11-02T18:12:54.316953,2025-11-02T18:12:54.316953,1126.28,Comprehensive
POL_CLM_LEG_545_0,PN5241062349,CLM_LEG_545,2024-07-09T18:12:54.316953,2025-07-09T18:12:54.316953,1254.45,Liability Only
POL_CLM_LEG_546_0,PN3601060755,CLM_LEG_546,2024-05-17T18:12:54.316953,2025-05-17T18:12:54.316953,1580.3,Full Coverage
POL_CLM_LEG_547_0,PN8882006182,CLM_LEG_547,2024-11-17T18:12:54.316953,2025-11-17T18:12:54.316953,1309.96,Full Coverage
POL_CLM_LEG_547_1,PN2455739239,CLM_LEG_547,2023-09-06T18:12:54.316953,2024-09-05T18:12:54.316953,2485.85,Comprehensive
POL_CLM_LEG_548_0,PN8878741651,CLM_LEG_548,2025-04-02T18:12:54.316953,2026-04-02T18:12:54.316953,1488.97,Liability Only
POL_CLM_LEG_549_0,PN2007267468,CLM_LEG_549,2025-05-10T18:12:54.316953,2026-05-10T18:12:54.316953,1882.47,Comprehensive
POL_CLM_LEG_550_0,PN4878799372,CLM_LEG_550,2024-02-11T18:12:54.316953,2025-02-10T18:12:54.316953,2237.06,Comprehensive
POL_CLM_LEG_551_0,PN7259760487,CLM_LEG_551,2023-12-05T18:12:54.316953,2024-12-04T18:12:54.316953,2461.46,Full Coverage
POL_CLM_LEG_552_0,PN2863763028,CLM_LEG_552,2025-05-24T18:12:54.316953,2026-05-24T18:12:54.316953,1190.6,Comprehensive
POL_CLM_LEG_553_0,PN2265087010,CLM_LEG_553,2024-03-07T18:12:54.316953,2025-03-07T18:12:54.316953,1260.86,Full Coverage
POL_CLM_LEG_554_0,PN6278521621,CLM_LEG_554,2024-09-22T18:12:54.316953,2025-09-22T18:12:54.316953,2328.83,Comprehensive
POL_CLM_LEG_555_0,PN7830930634,CLM_LEG_555,2025-01-04T18:12:54.316953,2026-01-04T18:12:54.316953,2378.9,Liability Only
POL_CLM_LEG_556_0,PN7950573593,CLM_LEG_556,2024-12-06T18:12:54.316953,2025-12-06T18:12:54.316953,1797.96,Comprehensive
POL_CLM_LEG_557_0,PN3371097381,CLM_LEG_557,2025-04-19T18:12:54.316953,2026-04-19T18:12:54.316953,1308.77,Comprehensive
POL_CLM_LEG_558_0,PN4658436786,CLM_LEG_558,2023-03-05T18:12:54.316953,2024-03-04T18:12:54.316953,2244.05,Comprehensive
POL_CLM_LEG_559_0,PN1993491419,CLM_LEG_559,2024-08-01T18:12:54.316953,2025-08-01T18:12:54.316953,1452.54,Comprehensive
POL_CLM_LEG_560_0,PN7291396965,CLM_LEG_560,2023-08-01T18:12:54.316953,2024-07-31T18:12:54.316953,2031.08,Comprehensive
POL_CLM_LEG_561_0,PN2175488819,CLM_LEG_561,2024-07-17T18:12:54.316953,2025-07-17T18:12:54.316953,891.28,Liability Only
POL_CLM_LEG_562_0,PN431887789,CLM_LEG_562,2025-04-20T18:12:54.316953,2026-04-20T18:12:54.316953,1379.01,Comprehensive
POL_CLM_LEG_563_0,PN6713756097,CLM_LEG_563,2024-05-26T18:12:54.316953,2025-05-26T18:12:54.316953,2447.16,Liability Only
POL_CLM_LEG_563_1,PN8198063642,CLM_LEG_563,2025-06-06T18:12:54.316953,2026-06-06T18:12:54.316953,1878.01,Liability Only
POL_CLM_LEG_564_0,PN5608835076,CLM_LEG_564,2024-07-07T18:12:54.316953,2025-07-07T18:12:54.316953,1740.16,Liability Only
POL_CLM_LEG_565_0,PN6403182469,CLM_LEG_565,2023-08-10T18:12:54.316953,2024-08-09T18:12:54.316953,1795.99,Liability Only
POL_CLM_LEG_566_0,PN9458722079,CLM_LEG_566,2023-10-12T18:12:54.316953,2024-10-11T18:12:54.316953,1302.15,Full Coverage
POL_CLM_LEG_567_0,PN6848867041,CLM_LEG_567,2025-04-13T18:12:54.316953,2026-04-13T18:12:54.316953,1255.55,Liability Only
POL_CLM_LEG_568_0,PN2945689118,CLM_LEG_568,2023-09-26T18:12:54.316953,2024-09-25T18:12:54.316953,1062.27,Liability Only
POL_CLM_LEG_569_0,PN3510858531,CLM_LEG_569,2025-03-19T18:12:54.316953,2026-03-19T18:12:54.316953,955.58,Liability Only
POL_CLM_LEG_570_0,PN641223135,CLM_LEG_570,2023-05-19T18:12:54.316953,2024-05-18T18:12:54.316953,1258.6,Full Coverage
POL_CLM_LEG_571_0,PN3626245608,CLM_LEG_571,2024-04-21T18:12:54.316953,2025-04-21T18:12:54.316953,1563.03,Comprehensive
POL_CLM_LEG_572_0,PN4170131415,CLM_LEG_572,2025-03-23T18:12:54.316953,2026-03-23T18:12:54.316953,844.65,Liability Only
POL_CLM_LEG_573_0,PN5877211431,CLM_LEG_573,2023-11-03T18:12:54.316953,2024-11-02T18:12:54.316953,1816.67,Liability Only
POL_CLM_LEG_574_0,PN7142082313,CLM_LEG_574,2025-06-24T18:12:54.316953,2026-06-24T18:12:54.316953,1296.14,Liability Only
POL_CLM_LEG_575_0,PN7718402332,CLM_LEG_575,2023-06-25T18:12:54.316953,2024-06-24T18:12:54.316953,2331.93,Full Coverage
POL_CLM_LEG_576_0,PN2619120223,CLM_LEG_576,2025-01-14T18:12:54.316953,2026-01-14T18:12:54.316953,1965.04,Full Coverage
POL_CLM_LEG_577_0,PN1510565044,CLM_LEG_577,2024-09-01T18:12:54.316953,2025-09-01T18:12:54.316953,1256.29,Full Coverage
POL_CLM_LEG_578_0,PN4504166108,CLM_LEG_578,2024-04-17T18:12:54.316953,2025-04-17T18:12:54.316953,1269.14,Liability Only
POL_CLM_LEG_579_0,PN1532978789,CLM_LEG_579,2025-04-19T18:12:54.316953,2026-04-19T18:12:54.316953,1413.91,Full Coverage
POL_CLM_LEG_580_0,PN6117818992,CLM_LEG_580,2024-02-15T18:12:54.316953,2025-02-14T18:12:54.316953,1809.47,Full Coverage
POL_CLM_LEG_581_0,PN7503340315,CLM_LEG_581,2025-02-18T18:12:54.316953,2026-02-18T18:12:54.316953,1317.92,Liability Only
POL_CLM_LEG_582_0,PN2031019917,CLM_LEG_582,2023-10-10T18:12:54.316953,2024-10-09T18:12:54.316953,1445.81,Liability Only
POL_CLM_LEG_583_0,PN9108112360,CLM_LEG_583,2024-04-22T18:12:54.316953,2025-04-22T18:12:54.316953,2186.31,Comprehensive
POL_CLM_LEG_584_0,PN9151362831,CLM_LEG_584,2025-02-17T18:12:54.316953,2026-02-17T18:12:54.316953,1310.74,Comprehensive
POL_CLM_LEG_584_1,PN4780322855,CLM_LEG_584,2023-07-26T18:12:54.316953,2024-07-25T18:12:54.316953,1141.45,Liability Only
POL_CLM_LEG_585_0,PN7417143675,CLM_LEG_585,2024-05-25T18:12:54.316953,2025-05-25T18:12:54.316953,2446.83,Liability Only
POL_CLM_LEG_586_0,PN9715818399,CLM_LEG_586,2023-09-27T18:12:54.316953,2024-09-26T18:12:54.316953,1634.71,Comprehensive
POL_CLM_LEG_587_0,PN8505656654,CLM_LEG_587,2024-08-07T18:12:54.316953,2025-08-07T18:12:54.316953,1439.29,Liability Only
POL_CLM_LEG_588_0,PN6438697556,CLM_LEG_588,2023-12-07T18:12:54.316953,2024-12-06T18:12:54.316953,1139.66,Comprehensive
POL_CLM_LEG_589_0,PN2607959128,CLM_LEG_589,2023-05-12T18:12:54.316953,2024-05-11T18:12:54.316953,1735.17,Comprehensive
POL_CLM_LEG_590_0,PN8354241179,CLM_LEG_590,2023-07-12T18:12:54.316953,2024-07-11T18:12:54.316953,1156.4,Liability Only
POL_CLM_LEG_591_0,PN1318103729,CLM_LEG_591,2025-04-27T18:12:54.316953,2026-04-27T18:12:54.316953,2192.24,Liability Only
POL_CLM_LEG_592_0,PN2306599217,CLM_LEG_592,2025-02-14T18:12:54.316953,2026-02-14T18:12:54.316953,1876.67,Full Coverage
POL_CLM_LEG_593_0,PN5896318838,CLM_LEG_593,2025-01-30T18:12:54.316953,2026-01-30T18:12:54.316953,2015.9,Liability Only
POL_CLM_LEG_594_0,PN6830091801,CLM_LEG_594,2023-11-02T18:12:54.316953,2024-11-01T18:12:54.316953,1614.7,Liability Only
POL_CLM_LEG_595_0,PN3228638176,CLM_LEG_595,2023-01-28T18:12:54.316953,2024-01-28T18:12:54.316953,1975.91,Comprehensive
POL_CLM_LEG_596_0,PN5057082414,CLM_LEG_596,2024-07-03T18:12:54.316953,2025-07-03T18:12:54.316953,1992.78,Comprehensive
POL_CLM_LEG_597_0,PN8934621789,CLM_LEG_597,2025-04-10T18:12:54.316953,2026-04-10T18:12:54.316953,985.93,Full Coverage
POL_CLM_LEG_598_0,PN859624501,CLM_LEG_598,2024-07-08T18:12:54.316953,2025-07-08T18:12:54.316953,1082.78,Comprehensive
POL_CLM_LEG_599_0,PN7288680975,CLM_LEG_599,2023-09-15T18:12:54.316953,2024-09-14T18:12:54.316953,1951.7,Liability Only
POL_CLM_LEG_600_0,PN8126330578,CLM_LEG_600,2024-08-01T18:12:54.316953,2025-08-01T18:12:54.316953,2441.72,Liability Only
POL_CLM_LEG_600_1,PN2482189969,CLM_LEG_600,2025-03-20T18:12:54.316953,2026-03-20T18:12:54.316953,817.93,Liability Only
POL_CLM_LEG_601_0,PN4933645448,CLM_LEG_601,2023-06-03T18:12:54.316953,2024-06-02T18:12:54.316953,1681.96,Comprehensive
POL_CLM_LEG_602_0,PN7773272052,CLM_LEG_602,2024-11-22T18:12:54.316953,2025-11-22T18:12:54.316953,1557.82,Liability Only
POL_CLM_LEG_603_0,PN9070695741,CLM_LEG_603,2023-08-11T18:12:54.316953,2024-08-10T18:12:54.316953,1800.6,Comprehensive
POL_CLM_LEG_604_0,PN8972387275,CLM_LEG_604,2025-06-11T18:12:54.316953,2026-06-11T18:12:54.316953,1620.71,Liability Only
POL_CLM_LEG_605_0,PN812389135,CLM_LEG_605,2025-04-10T18:12:54.316953,2026-04-10T18:12:54.316953,997.32,Comprehensive
POL_CLM_LEG_606_0,PN1587252085,CLM_LEG_606,2024-08-21T18:12:54.316953,2025-08-21T18:12:54.316953,1383.21,Full Coverage
POL_CLM_LEG_607_0,PN2913035047,CLM_LEG_607,2024-07-15T18:12:54.316953,2025-07-15T18:12:54.316953,1609.48,Liability Only
POL_CLM_LEG_608_0,PN9504279520,CLM_LEG_608,2024-03-30T18:12:54.316953,2025-03-30T18:12:54.316953,1342.15,Liability Only
POL_CLM_LEG_609_0,PN327713601,CLM_LEG_609,2023-07-10T18:12:54.316953,2024-07-09T18:12:54.316953,995.64,Liability Only
POL_CLM_LEG_610_0,PN930932228,CLM_LEG_610,2023-08-13T18:12:54.316953,2024-08-12T18:12:54.316953,2160.09,Comprehensive
POL_CLM_LEG_611_0,PN9968347338,CLM_LEG_611,2025-01-09T18:12:54.316953,2026-01-09T18:12:54.316953,1738.25,Liability Only
POL_CLM_LEG_612_0,PN9159467389,CLM_LEG_612,2024-03-20T18:12:54.316953,2025-03-20T18:12:54.316953,1194.15,Liability Only
POL_CLM_LEG_613_0,PN6345562100,CLM_LEG_613,2024-12-28T18:12:54.316953,2025-12-28T18:12:54.316953,1888.81,Liability Only
POL_CLM_LEG_614_0,PN997045743,CLM_LEG_614,2023-06-12T18:12:54.316953,2024-06-11T18:12:54.316953,1843.98,Full Coverage
POL_CLM_LEG_615_0,PN1423707898,CLM_LEG_615,2024-04-23T18:12:54.316953,2025-04-23T18:12:54.316953,1461.02,Comprehensive
POL_CLM_LEG_616_0,PN737293582,CLM_LEG_616,2024-09-24T18:12:54.316953,2025-09-24T18:12:54.316953,2078.95,Full Coverage
POL_CLM_LEG_617_0,PN9172982653,CLM_LEG_617,2023-04-10T18:12:54.316953,2024-04-09T18:12:54.316953,2282.36,Full Coverage
POL_CLM_LEG_618_0,PN7196375720,CLM_LEG_618,2024-12-17T18:12:54.316953,2025-12-17T18:12:54.316953,1577.84,Liability Only
POL_CLM_LEG_619_0,PN8401404832,CLM_LEG_619,2024-02-21T18:12:54.316953,2025-02-20T18:12:54.316953,1697.12,Comprehensive
POL_CLM_LEG_620_0,PN5384089901,CLM_LEG_620,2024-06-04T18:12:54.316953,2025-06-04T18:12:54.316953,1839.22,Comprehensive
POL_CLM_LEG_621_0,PN2165440111,CLM_LEG_621,2024-07-11T18:12:54.316953,2025-07-11T18:12:54.316953,2237.38,Comprehensive
POL_CLM_LEG_622_0,PN488494024,CLM_LEG_622,2023-08-17T18:12:54.316953,2024-08-16T18:12:54.316953,2000.18,Liability Only
POL_CLM_LEG_623_0,PN2398870360,CLM_LEG_623,2023-11-10T18:12:54.316953,2024-11-09T18:12:54.316953,944.08,Full Coverage
POL_CLM_LEG_623_1,PN2530739768,CLM_LEG_623,2024-08-20T18:12:54.316953,2025-08-20T18:12:54.316953,1000.36,Liability Only
POL_CLM_LEG_624_0,PN9837119340,CLM_LEG_624,2024-06-19T18:12:54.316953,2025-06-19T18:12:54.316953,1978.84,Comprehensive
POL_CLM_LEG_625_0,PN1582222285,CLM_LEG_625,2023-11-04T18:12:54.316953,2024-11-03T18:12:54.316953,1034.37,Liability Only
POL_CLM_LEG_626_0,PN1941572775,CLM_LEG_626,2024-02-24T18:12:54.316953,2025-02-23T18:12:54.316953,1880.35,Comprehensive
POL_CLM_LEG_627_0,PN547757343,CLM_LEG_627,2025-01-10T18:12:54.316953,2026-01-10T18:12:54.316953,1743.35,Liability Only
POL_CLM_LEG_627_1,PN2486825295,CLM_LEG_627,2024-09-14T18:12:54.316953,2025-09-14T18:12:54.316953,1038.5,Liability Only
POL_CLM_LEG_628_0,PN4650178544,CLM_LEG_628,2023-10-11T18:12:54.316953,2024-10-10T18:12:54.316953,891.14,Liability Only
POL_CLM_LEG_629_0,PN7064315460,CLM_LEG_629,2024-02-26T18:12:54.316953,2025-02-25T18:12:54.316953,1032.11,Liability Only
POL_CLM_LEG_629_1,PN6488334990,CLM_LEG_629,2023-12-09T18:12:54.316953,2024-12-08T18:12:54.316953,1659.24,Liability Only
POL_CLM_LEG_630_0,PN4005923788,CLM_LEG_630,2024-02-19T18:12:54.316953,2025-02-18T18:12:54.316953,1506.57,Liability Only
POL_CLM_LEG_631_0,PN3406835874,CLM_LEG_631,2025-04-13T18:12:54.316953,2026-04-13T18:12:54.316953,1761.18,Full Coverage
POL_CLM_LEG_632_0,PN9779223846,CLM_LEG_632,2024-09-28T18:12:54.316953,2025-09-28T18:12:54.316953,1182.23,Liability Only
POL_CLM_LEG_633_0,PN7919888996,CLM_LEG_633,2024-03-25T18:12:54.316953,2025-03-25T18:12:54.316953,1761.61,Liability Only
POL_CLM_LEG_634_0,PN2784739035,CLM_LEG_634,2025-03-13T18:12:54.316953,2026-03-13T18:12:54.316953,1773.61,Liability Only
POL_CLM_LEG_635_0,PN5653318653,CLM_LEG_635,2023-03-16T18:12:54.316953,2024-03-15T18:12:54.316953,2484.52,Comprehensive
POL_CLM_LEG_636_0,PN8441483852,CLM_LEG_636,2025-05-25T18:12:54.316953,2026-05-25T18:12:54.316953,2092.01,Liability Only
POL_CLM_LEG_637_0,PN4633744010,CLM_LEG_637,2024-04-27T18:12:54.316953,2025-04-27T18:12:54.316953,974.11,Comprehensive
POL_CLM_LEG_638_0,PN1291305927,CLM_LEG_638,2024-09-05T18:12:54.316953,2025-09-05T18:12:54.316953,2287.18,Full Coverage
POL_CLM_LEG_639_0,PN9129121035,CLM_LEG_639,2024-07-15T18:12:54.316953,2025-07-15T18:12:54.316953,2265.74,Full Coverage
POL_CLM_LEG_640_0,PN1293936744,CLM_LEG_640,2025-03-08T18:12:54.316953,2026-03-08T18:12:54.316953,2118.57,Full Coverage
POL_CLM_LEG_641_0,PN9886196307,CLM_LEG_641,2023-06-12T18:12:54.316953,2024-06-11T18:12:54.316953,1799.47,Liability Only
POL_CLM_LEG_642_0,PN1371231996,CLM_LEG_642,2023-10-21T18:12:54.316953,2024-10-20T18:12:54.316953,1875.71,Full Coverage
POL_CLM_LEG_643_0,PN1502131186,CLM_LEG_643,2023-04-25T18:12:54.316953,2024-04-24T18:12:54.316953,1151.25,Full Coverage
POL_CLM_LEG_644_0,PN2987868955,CLM_LEG_644,2023-12-01T18:12:54.316953,2024-11-30T18:12:54.316953,1396.39,Liability Only
POL_CLM_LEG_645_0,PN8885040344,CLM_LEG_645,2025-01-15T18:12:54.316953,2026-01-15T18:12:54.316953,1350.21,Comprehensive
POL_CLM_LEG_646_0,PN5714133816,CLM_LEG_646,2023-11-28T18:12:54.316953,2024-11-27T18:12:54.316953,1254.48,Comprehensive
POL_CLM_LEG_647_0,PN1510619024,CLM_LEG_647,2023-08-11T18:12:54.316953,2024-08-10T18:12:54.316953,2185.81,Full Coverage
POL_CLM_LEG_647_1,PN8455459101,CLM_LEG_647,2023-05-30T18:12:54.316953,2024-05-29T18:12:54.316953,2135.67,Full Coverage
POL_CLM_LEG_648_0,PN678266085,CLM_LEG_648,2023-01-31T18:12:54.316953,2024-01-31T18:12:54.316953,1915.02,Comprehensive
POL_CLM_LEG_648_1,PN6953126399,CLM_LEG_648,2023-02-01T18:12:54.316953,2024-02-01T18:12:54.316953,1025.57,Full Coverage
POL_CLM_LEG_649_0,PN2214352998,CLM_LEG_649,2023-03-11T18:12:54.316953,2024-03-10T18:12:54.316953,1220.84,Comprehensive
POL_CLM_LEG_650_0,PN5102829918,CLM_LEG_650,2025-02-11T18:12:54.316953,2026-02-11T18:12:54.316953,1781.62,Liability Only
POL_CLM_LEG_651_0,PN7965631600,CLM_LEG_651,2024-06-17T18:12:54.316953,2025-06-17T18:12:54.316953,1568.39,Comprehensive
POL_CLM_LEG_652_0,PN1794030880,CLM_LEG_652,2023-05-11T18:12:54.316953,2024-05-10T18:12:54.316953,958.26,Comprehensive
POL_CLM_LEG_653_0,PN1102011583,CLM_LEG_653,2023-07-26T18:12:54.316953,2024-07-25T18:12:54.316953,2391.77,Liability Only
POL_CLM_LEG_654_0,PN9446639974,CLM_LEG_654,2024-02-23T18:12:54.316953,2025-02-22T18:12:54.316953,1356.39,Full Coverage
